498,40,10,2012,11,
499,43,72,2019,8,
500,64,82,2011,4,
501,24,48,2018,9,
502,23,59,2017,6,
503,57,77,2011,8,
504,25,68,2020,2,
505,51,46,2011,9,
506,54,66,2019,8,
507,81,96,2013,7,
508,7,60,2014,3,
509,60,8,2018,6,
510,71,88,2019,10,
511,32,25,2024,5,
512,18,62,2023,1,
513,16,33,2022,2,
514,95,23,2022,11,
515,79,60,2023,1,
516,57,65,2012,2,
517,17,49,2018,4,
518,81,59,2018,4,
519,74,5,2012,8,
520,73,92,2017,3,
521,45,36,2020,3,
522,22,26,2012,11,
523,62,51,2018,9,
524,79,13,2022,3,
525,91,0,2015,3,
526,16,39,2017,1,
527,92,65,2018,9,
528,43,87,2017,2,
529,24,72,2014,10,
530,80,74,2011,5,
531,74,19,2017,6,
532,89,65,2020,7,
533,44,89,2023,7,
534,58,33,2012,5,
535,48,35,2012,9,
536,93,97,2014,9,
537,14,29,2018,7,
538,27,55,2024,7,
539,34,15,2024,11,
540,7,22,2020,2,
541,71,65,2018,10,
542,83,24,2022,6,
543,82,62,2011,4,
544,80,31,2023,5,
545,94,56,2017,7,
546,41,97,2022,4,
547,43,31,2014,2,
548,37,1,2018,7,
549,60,60,2023,11,
550,39,51,2015,8,
551,40,36,2020,9,
552,19,11,2016,9,
553,61,33,2018,1,
554,47,99,2011,3,
555,5,25,2014,5,
556,61,28,2011,7,
557,17,20,2022,8,
558,45,40,2015,5,
559,28,80,2019,10,
560,88,93,2021,8,
561,2,79,2011,7,
562,33,95,2020,11,
563,83,7,2018,11,
564,19,19,2012,1,
565,79,68,2019,6,
566,35,70,2015,7,
567,56,23,2014,7,
568,98,8,2021,2,
569,67,55,2021,11,
570,86,8,2018,1,
571,14,89,2024,9,
572,17,14,2021,7,
573,55,78,2014,10,
574,60,27,2024,6,
575,66,21,2015,3,
576,21,90,2023,5,
577,21,99,2018,4,
578,31,38,2015,2,
579,12,81,2020,2,
580,80,86,2014,1,
581,70,52,2014,3,
582,72,70,2020,8,
583,17,99,2011,6,
584,54,89,2017,11,
585,58,60,2024,4,
586,13,3,2018,9,
587,97,25,2015,3,
588,91,83,2015,8,
589,86,42,2015,5,
590,85,86,2023,8,
591,16,55,2024,4,
592,73,86,2022,4,
593,87,67,2023,3,
594,51,34,2017,9,
595,22,76,2018,4,
596,67,77,2020,8,
597,29,96,2017,3,
598,70,69,2015,1,
599,3,82,2018,11,
600,58,7,2016,9,
601,85,12,2023,6,
602,67,72,2018,6,
603,18,89,2013,8,
604,4,80,2024,4,
605,23,77,2019,8,
606,14,71,2016,9,
607,17,3,2016,5,
608,97,43,2020,6,
609,91,37,2022,6,
610,28,78,2020,11,
611,39,38,2013,3,
612,75,43,2018,10,
613,72,27,2018,1,
614,79,67,2012,3,
615,81,92,2021,5,
616,88,4,2020,5,
617,2,18,2016,11,
618,81,54,2018,8,
619,80,26,2020,3,
620,61,97,2020,8,
621,54,56,2019,6,
622,43,4,2013,9,
623,86,5,2015,1,
624,58,9,2013,6,
625,93,79,2018,2,
626,80,67,2021,3,
627,22,67,2022,7,
628,46,42,2012,1,
629,48,82,2017,11,
630,41,41,2024,8,
631,99,90,2016,9,
632,5,14,2012,1,
633,35,55,2021,8,
634,19,53,2013,1,
635,21,23,2017,1,
636,15,9,2020,6,
637,87,80,2023,9,
638,65,60,2014,3,
639,60,16,2021,11,
640,9,58,2017,10,
641,59,4,2013,3,
642,84,61,2015,8,
643,5,29,2018,4,
644,49,20,2019,5,
645,52,6,2011,10,
646,7,6,2011,4,
647,11,53,2011,9,
648,11,59,2018,2,
649,3,24,2014,3,
650,51,78,2024,1,
651,22,34,2024,9,
652,3,8,2017,8,
653,38,12,2014,1,
654,12,64,2014,2,
655,95,9,2020,5,
656,9,90,2024,10,
657,59,80,2012,3,
658,44,4,2018,7,
659,46,6,2017,8,
660,42,74,2016,6,
661,64,6,2017,1,
662,89,3,2024,4,
663,34,5,2020,1,
664,16,84,2022,9,
665,53,42,2021,5,
666,99,68,2017,6,
667,89,19,2013,2,
668,65,18,2012,9,
669,46,52,2023,1,
670,23,62,2023,6,
671,53,26,2022,3,
672,5,17,2019,11,
673,39,73,2019,2,
674,32,20,2014,6,
675,95,24,2018,5,
676,9,78,2013,9,
677,43,18,2016,1,
678,93,92,2019,10,
679,84,70,2020,6,
680,33,6,2014,1,
681,31,99,2012,6,
682,46,19,2024,6,
683,14,95,2011,3,
684,38,29,2018,6,
685,48,8,2014,2,
686,33,7,2018,4,
687,12,67,2012,4,
688,71,22,2024,9,
689,37,27,2021,5,
690,19,90,2014,4,
691,63,88,2024,2,
692,55,15,2021,10,
693,87,45,2011,1,
694,79,4,2022,6,
695,55,90,2022,5,
696,92,27,2020,2,
697,46,1,2014,10,
698,76,52,2023,2,
699,10,27,2017,10,
700,12,22,2023,9,
701,45,47,2018,1,
702,75,4,2020,3,
703,17,22,2012,4,
704,86,78,2011,7,
705,52,11,2022,1,
706,19,75,2024,1,
707,13,26,2019,8,
708,53,63,2019,9,
709,46,94,2011,6,
710,44,59,2015,4,
711,72,51,2014,4,
712,18,19,2024,4,
713,96,1,2018,10,
714,60,97,2017,11,
715,85,38,2017,10,
716,57,71,2022,6,
717,57,39,2024,5,
718,67,58,2024,11,
719,23,61,2012,4,
720,87,28,2014,5,
721,32,51,2019,4,
722,41,14,2023,6,
723,25,77,2013,5,
724,21,41,2014,10,
725,74,73,2012,3,
726,49,4,2011,9,
727,96,96,2019,3,
728,73,26,2022,5,
729,43,83,2019,4,
730,65,7,2017,9,
731,11,51,2017,4,
732,28,81,2021,11,
733,79,15,2011,3,
734,28,50,2014,5,
735,65,47,2018,10,
736,92,47,2023,3,
737,37,36,2015,8,
738,11,37,2019,6,
739,41,78,2016,3,
740,17,79,2011,1,
741,78,42,2022,6,
742,34,29,2015,3,
743,89,91,2021,4,
744,94,58,2019,2,
745,3,37,2018,10,
746,44,92,2020,2,
747,65,40,2013,9,
748,12,34,2024,8,
749,94,85,2014,9,
750,57,16,2014,5,
751,85,46,2021,1,
752,88,47,2011,1,
753,23,6,2012,5,
754,94,15,2023,1,
755,98,56,2022,2,
756,77,20,2017,4,
757,80,18,2017,3,
758,25,37,2024,2,
759,22,61,2014,3,
760,47,0,2020,8,
761,72,96,2020,5,
762,49,4,2012,1,
763,37,95,2024,2,
764,37,68,2014,4,
765,90,2,2016,4,
766,8,99,2011,4,
767,21,87,2021,4,
768,39,52,2019,4,
769,62,18,2017,1,
770,3,80,2018,10,
771,85,61,2023,5,
772,70,71,2018,3,
773,69,14,2013,8,
774,61,44,2012,4,
775,31,19,2020,1,
776,93,4,2017,6,
777,49,46,2012,7,
778,42,5,2013,5,
779,15,68,2024,10,
780,21,38,2011,4,
781,6,5,2022,7,
782,11,98,2021,5,
783,88,42,2023,2,
784,74,34,2018,11,
785,74,96,2022,5,
786,62,16,2014,6,
787,63,61,2016,4,
788,41,94,2012,11,
789,42,11,2012,1,
790,47,91,2012,5,
791,79,13,2015,10,
792,5,22,2018,4,
793,51,24,2024,5,
794,5,57,2022,4,
795,12,67,2012,1,
796,69,23,2019,3,
797,20,88,2012,4,
798,37,8,2016,6,
799,27,77,2016,1,
800,99,54,2012,4,
801,72,43,2013,3,
802,59,23,2011,5,
803,32,92,2013,1,
804,49,3,2020,8,
805,10,20,2017,7,
806,90,33,2024,5,
807,6,81,2017,11,
808,39,46,2014,3,
809,53,72,2024,5,
810,81,78,2011,7,
811,31,40,2023,9,
812,99,21,2011,9,
813,38,95,2022,11,
814,57,30,2021,4,
815,22,40,2014,3,
816,26,94,2018,4,
817,88,78,2017,4,
818,39,47,2014,11,
819,70,54,2012,1,
820,8,89,2011,10,
821,17,47,2018,10,
822,79,14,2011,1,
823,47,19,2020,10,
824,0,53,2023,9,
825,31,71,2023,5,
826,68,68,2019,10,
827,47,48,2016,6,
828,84,40,2020,11,
829,75,14,2023,6,
830,20,95,2012,2,
831,84,74,2022,7,
832,40,72,2014,8,
833,38,6,2018,5,
834,41,43,2022,10,
835,88,17,2021,5,
836,51,19,2024,6,
837,79,29,2022,5,
838,2,8,2013,1,
839,70,16,2014,5,
840,62,13,2012,9,
841,87,59,2023,1,
842,1,15,2014,9,
843,99,53,2022,3,
844,32,71,2022,10,
845,99,16,2021,8,
846,59,85,2019,9,
847,64,23,2023,9,
848,71,16,2021,3,
849,91,50,2020,11,
850,96,92,2019,6,
851,36,73,2022,6,
852,34,99,2011,9,
853,45,18,2017,4,
854,20,77,2016,4,
855,37,83,2023,8,
856,25,31,2015,5,
857,98,37,2024,7,
858,33,7,2021,7,
859,71,50,2021,10,
860,5,45,2020,7,
861,65,47,2020,4,
862,12,40,2018,9,
863,18,65,2015,4,
864,20,73,2016,11,
865,62,22,2015,1,
866,50,8,2020,5,
867,18,6,2017,6,
868,23,2,2017,5,
869,54,13,2019,5,
870,30,35,2018,11,
871,8,34,2018,10,
872,91,17,2022,7,
873,9,36,2024,7,
874,53,96,2021,7,
875,16,13,2012,7,
876,79,98,2019,1,
877,1,25,2020,8,
878,57,9,2023,2,
879,64,94,2012,2,
880,87,3,2016,1,
881,84,94,2016,2,
882,51,68,2015,9,
883,45,71,2015,6,
884,19,24,2018,8,
885,45,43,2017,6,
886,32,95,2023,1,
887,9,64,2018,4,
888,70,34,2015,1,
889,28,49,2012,8,
890,78,36,2011,5,
891,58,60,2017,2,
892,3,31,2023,3,
893,87,25,2021,10,
894,36,30,2021,7,
895,13,5,2014,6,
896,59,67,2020,8,
897,31,92,2014,9,
898,78,71,2022,2,
899,14,80,2023,2,
900,6,0,2022,5,
901,35,67,2023,10,
902,60,1,2019,6,
903,89,9,2013,2,
904,51,37,2018,8,
905,19,66,2013,6,
906,20,66,2013,6,
907,51,72,2018,7,
908,74,95,2020,8,
909,20,73,2023,10,
910,42,56,2013,3,
911,91,79,2015,11,
912,50,37,2014,11,
913,8,64,2021,6,
914,87,62,2013,1,
915,20,82,2020,2,
916,78,82,2016,11,
917,63,23,2012,7,
918,33,98,2013,11,
919,6,85,2012,8,
920,43,75,2017,1,
921,7,95,2016,9,
922,60,70,2011,7,
923,36,15,2016,9,
924,5,94,2016,8,
925,56,13,2024,9,
926,81,3,2017,4,
927,80,35,2016,6,
928,22,91,2016,11,
929,59,30,2021,10,
930,63,4,2019,11,
931,82,61,2013,9,
932,69,9,2017,10,
933,81,28,2022,3,
934,24,2,2017,7,
935,62,31,2021,7,
936,94,1,2019,10,
937,59,2,2018,1,
938,96,7,2020,9,
939,67,57,2022,6,
940,11,15,2021,11,
941,48,49,2020,9,
942,40,77,2018,6,
943,61,69,2012,2,
944,89,19,2021,8,
945,20,59,2016,5,
946,26,74,2021,6,
947,34,42,2014,8,
948,52,16,2016,9,
949,88,91,2012,5,
950,2,78,2015,2,
951,35,64,2011,2,
952,49,73,2011,4,
953,13,25,2018,11,
954,30,1,2018,2,
955,20,42,2015,2,
956,18,69,2017,2,
957,12,1,2020,6,
958,78,8,2015,5,
959,58,96,2014,8,
960,61,13,2011,5,
961,71,74,2024,9,
962,17,41,2015,11,
963,6,68,2017,5,
964,43,8,2017,1,
965,34,92,2014,4,
966,60,44,2017,1,
967,26,71,2017,8,
968,34,48,2019,9,
969,27,38,2024,11,
970,83,69,2022,4,
971,66,58,2018,9,
972,4,27,2012,8,
973,83,16,2022,11,
974,44,58,2017,11,
975,92,83,2012,2,
976,86,7,2024,3,
977,22,84,2017,5,
978,58,57,2023,10,
979,57,38,2021,1,
980,42,45,2023,10,
981,93,54,2015,1,
982,63,53,2012,5,
983,54,5,2014,1,
984,46,25,2016,6,
985,48,96,2021,8,
986,29,20,2019,3,
987,47,66,2024,8,
988,31,95,2011,10,
989,85,18,2011,11,
990,46,15,2022,2,
991,30,25,2016,5,
992,80,73,2022,1,
993,71,71,2019,8,
994,61,23,2012,1,
995,54,77,2023,6,
996,71,41,2013,5,
997,87,81,2018,11,
998,96,65,2013,6,
999,3,13,2021,2,
1000,47,5,2020,7,
1001,71,37,2011,5,
1002,14,32,2011,11,
1003,63,42,2012,5,
1004,20,98,2015,3,
1005,17,13,2020,7,
1006,30,11,2011,10,
1007,72,23,2014,7,
1008,37,17,2011,4,
1009,34,29,2015,1,
1010,48,49,2011,10,
1011,6,6,2021,8,
1012,27,12,2020,5,
1013,10,36,2014,8,
1014,55,20,2013,5,
1015,33,69,2014,4,
1016,21,2,2018,7,
1017,1,43,2024,5,
1018,77,51,2011,1,
1019,51,31,2017,11,
1020,92,58,2017,3,
1021,97,52,2015,4,
1022,45,11,2018,6,
1023,95,9,2016,9,
1024,34,62,2023,2,
1025,73,10,2011,2,
1026,64,45,2013,2,
1027,46,96,2022,1,
1028,52,75,2021,5,
1029,30,46,2012,1,
1030,64,83,2012,9,
1031,34,73,2013,4,
1032,63,33,2011,3,
1033,7,92,2024,8,
1034,31,46,2017,11,
1035,32,72,2018,11,
1036,0,88,2016,10,
1037,70,30,2018,3,
1038,21,9,2015,7,
1039,34,58,2011,4,
1040,84,66,2021,8,
1041,75,86,2020,9,
1042,77,96,2022,5,
1043,24,28,2024,8,
1044,83,62,2023,4,
1045,53,6,2015,9,
1046,58,89,2015,11,
1047,47,55,2017,10,
1048,15,27,2020,3,
1049,67,87,2019,1,
1050,10,27,2011,5,
1051,90,3,2016,8,
1052,80,98,2024,7,
1053,59,7,2024,5,
1054,7,99,2016,5,
1055,33,16,2023,3,
1056,37,54,2011,7,
1057,89,52,2013,10,
1058,43,65,2011,11,
1059,32,28,2021,7,
1060,83,5,2012,11,
1061,77,46,2012,2,
1062,8,45,2024,10,
1063,88,80,2015,10,
1064,92,89,2013,9,
1065,84,48,2019,11,
1066,54,32,2016,3,
1067,7,63,2023,7,
1068,49,37,2023,9,
1069,48,73,2011,10,
1070,6,8,2021,7,
1071,14,41,2019,9,
1072,59,38,2020,2,
1073,87,14,2020,10,
1074,77,14,2015,6,
1075,59,39,2011,11,
1076,60,10,2024,10,
1077,27,59,2017,2,
1078,20,25,2013,11,
1079,35,10,2017,4,
1080,4,26,2021,1,
1081,25,42,2020,10,
1082,50,99,2012,4,
1083,82,42,2014,4,
1084,99,70,2015,5,
1085,92,81,2011,6,
1086,29,35,2023,1,
1087,73,80,2012,7,
1088,99,24,2017,5,
1089,35,91,2011,11,
1090,1,9,2014,9,
1091,98,89,2011,11,
1092,16,74,2019,3,
1093,52,6,2017,8,
1094,88,94,2024,4,
1095,59,55,2015,11,
1096,2,64,2011,3,
1097,85,58,2018,5,
1098,19,14,2012,10,
1099,84,65,2020,11,
1100,25,25,2019,3,
1101,46,68,2021,1,
1102,59,4,2023,10,
1103,53,86,2011,2,
1104,40,71,2016,10,
1105,16,64,2015,11,
1106,34,70,2022,6,
1107,74,30,2014,8,
1108,18,48,2022,2,
1109,33,21,2023,4,
1110,21,63,2015,1,
1111,80,17,2018,10,
1112,86,16,2015,2,
1113,90,88,2015,2,
1114,30,18,2018,5,
1115,28,73,2015,4,
1116,95,19,2012,10,
1117,54,58,2016,1,
1118,71,84,2020,5,
1119,83,54,2021,2,
1120,0,75,2016,2,
1121,96,55,2023,9,
1122,18,96,2011,6,
1123,78,77,2018,6,
1124,51,17,2017,10,
1125,49,39,2021,11,
1126,2,37,2013,1,
1127,45,88,2020,6,
1128,95,20,2012,4,
1129,97,32,2012,7,
1130,21,72,2024,1,
1131,14,59,2021,10,
1132,36,47,2013,4,
1133,8,63,2022,1,
1134,12,89,2020,9,
1135,94,95,2019,9,
1136,41,10,2020,8,
1137,85,50,2013,5,
1138,62,95,2024,10,
1139,93,74,2021,7,
1140,0,26,2023,7,
1141,41,26,2012,11,
1142,9,27,2016,6,
1143,57,10,2018,11,
1144,89,44,2021,10,
1145,50,94,2017,1,
1146,73,12,2023,5,
1147,14,45,2014,9,
1148,54,44,2016,10,
1149,28,83,2023,8,
1150,61,50,2014,7,
1151,85,85,2012,3,
1152,41,74,2013,11,
1153,20,1,2014,4,
